# #pt: 65889, #label: 7
35028,0
35029,0
35030,0
35031,0
35032,0
35033,0
35034,0
35035,4
35036,0
35037,3
35038,0
35039,0
35040,0
35041,0
35042,0
35043,0
35044,0
35045,0
35046,0
35047,0
35048,0
35049,1
35050,4
35051,0
35052,4
35053,0
35054,0
35055,0
35056,0
35057,0
35058,-1
35059,0
35060,0
35061,0
35062,0
35063,0
35064,0
35065,0
35066,0
35067,0
35068,0
35069,0
35070,0
35071,0
35072,0
35073,0
35074,0
35075,0
35076,0
35077,0
35078,0
35079,0
35080,0
35081,0
35082,4
35083,0
35084,0
35085,5
35086,0
35087,0
35088,0
35089,4
35090,0
35091,0
35092,0
35093,0
35094,0
35095,5
35096,0
35097,4
35098,0
35099,0
35100,0
35101,0
35102,0
35103,0
35104,0
35105,0
35106,3
35107,3
35108,0
35109,0
35110,5
35111,0
35112,0
35113,0
35114,0
35115,3
35116,0
35117,3
35118,0
35119,0
35120,0
35121,0
35122,0
35123,0
35124,3
35125,5
35126,0
35127,0
35128,0
35129,0
35130,0
35131,5
35132,0
35133,0
35134,3
35135,0
35136,0
35137,0
35138,0
35139,0
35140,0
35141,5
35142,0
35143,0
35144,0
35145,0
35146,0
35147,0
35148,3
35149,0
35150,0
35151,3
35152,0
35153,0
35154,0
35155,0
35156,0
35157,0
35158,0
35159,0
35160,0
35161,0
35162,0
35163,4
35164,4
35165,0
35166,0
35167,0
35168,0
35169,0
35170,4
35171,0
35172,5
35173,5
35174,0
35175,0
35176,4
35177,4
35178,3
35179,0
35180,3
35181,3
35182,0
35183,0
35184,0
35185,0
35186,0
35187,0
35188,0
35189,0
35190,0
35191,0
35192,0
35193,0
35194,0
35195,-1
35196,0
35197,0
35198,0
35199,0
35200,0
35201,0
35202,4
35203,0
35204,0
35205,0
35206,0
35207,0
35208,0
35209,0
35210,4
35211,0
35212,0
35213,0
35214,3
35215,0
35216,0
35217,4
35218,0
35219,0
35220,0
35221,0
35222,0
35223,0
35224,5
35225,4
35226,0
35227,0
35228,0
35229,-1
35230,0
35231,0
35232,4
35233,3
35234,0
35235,0
35236,5
35237,0
35238,0
35239,4
35240,5
35241,0
35242,0
35243,0
35244,3
35245,0
35246,0
35247,1
35248,0
35249,0
35250,5
35251,0
35252,0
35253,4
35254,0
35255,0
35256,0
35257,0
35258,0
35259,5
35260,0
35261,0
35262,0
35263,0
35264,0
35265,0
35266,2
35267,0
35268,1
35269,5
35270,0
35271,4
35272,3
35273,0
35274,0
35275,0
35276,0
35277,0
35278,0
35279,0
35280,1
35281,3
35282,0
35283,0
35284,0
35285,0
35286,0
35287,0
35288,0
35289,0
35290,0
35291,0
35292,4
35293,0
35294,0
35295,0
35296,1
35297,0
35298,0
35299,0
35300,0
35301,0
35302,0
35303,0
35304,-1
35305,3
35306,4
35307,0
35308,5
35309,0
35310,0
35311,5
35312,3
35313,4
35314,0
35315,5
35316,1
35317,4
35318,5
35319,0
35320,0
35321,0
35322,0
35323,0
35324,0
35325,0
35326,0
35327,0
35328,5
35329,0
35330,0
35331,0
35332,3
35333,0
35334,0
35335,0
35336,0
35337,0
35338,0
35339,0
35340,0
35341,0
35342,0
35343,0
35344,0
35345,0
35346,3
35347,0
35348,0
35349,0
35350,0
35351,0
35352,0
35353,0
35354,5
35355,0
35356,0
35357,0
35358,0
35359,0
35360,0
35361,5
35362,1
35363,3
35364,0
35365,0
35366,0
35367,3
35368,0
35369,0
35370,0
35371,0
35372,0
35373,0
35374,0
35375,0
35376,0
35377,0
35378,0
35379,0
35380,0
35381,0
35382,0
35383,0
35384,0
35385,0
35386,5
35387,0
35388,4
35389,0
35390,0
35391,0
35392,5
35393,0
35394,0
35395,0
35396,0
35397,0
35398,0
35399,0
35400,0
35401,0
35402,0
35403,0
35404,0
35405,0
35406,0
35407,0
35408,0
35409,0
35410,0
35411,0
35412,0
35413,0
35414,0
35415,3
35416,3
35417,3
35418,0
35419,0
35420,0
35421,0
35422,0
35423,-1
35424,3
35425,0
35426,0
35427,0
35428,0
35429,0
35430,0
35431,0
35432,0
35433,0
35434,0
35435,0
35436,0
35437,5
35438,0
35439,0
35440,0
35441,0
35442,5
35443,0
35444,0
35445,0
35446,0
35447,0
35448,0
35449,0
35450,5
35451,0
35452,0
35453,0
35454,0
35455,0
35456,0
35457,0
35458,0
35459,0
35460,0
35461,0
35462,0
35463,0
35464,0
35465,5
35466,0
35467,0
35468,0
35469,0
35470,0
35471,0
35472,1
35473,0
35474,0
35475,0
35476,4
35477,0
35478,1
35479,0
35480,0
35481,0
35482,5
35483,0
35484,0
35485,0
35486,0
35487,5
35488,5
35489,0
35490,3
35491,0
35492,5
35493,0
35494,3
35495,3
35496,0
35497,0
35498,0
35499,3
35500,0
35501,0
35502,0
35503,0
35504,0
35505,0
35506,0
35507,0
35508,0
35509,0
35510,0
35511,0
35512,0
35513,0
35514,0
35515,0
35516,0
35517,0
35518,1
35519,0
35520,0
35521,3
35522,0
35523,0
35524,0
35525,0
35526,3
35527,0
35528,0
35529,0
35530,5
35531,0
35532,0
35533,3
35534,0
35535,0
35536,3
35537,0
35538,0
35539,0
35540,0
35541,5
35542,3
35543,0
35544,4
35545,4
35546,0
35547,0
35548,0
35549,0
35550,0
35551,0
35552,0
35553,0
35554,0
35555,0
35556,3
35557,4
35558,5
35559,4
35560,0
35561,0
35562,0
35563,0
35564,0
35565,0
35566,0
35567,0
35568,4
35569,1
35570,0
35571,0
35572,0
35573,4
35574,0
35575,0
35576,0
35577,5
35578,1
35579,0
35580,0
35581,0
35582,4
35583,0
35584,0
35585,0
35586,3
35587,0
35588,0
35589,0
35590,0
35591,0
35592,0
35593,0
35594,0
35595,0
35596,0
35597,0
35598,3
35599,3
35600,0
35601,0
35602,0
35603,0
35604,0
35605,0
35606,0
35607,0
35608,0
35609,3
35610,0
35611,5
35612,1
35613,0
35614,0
35615,0
35616,0
35617,0
35618,0
35619,0
35620,0
35621,0
35622,0
35623,0
35624,0
35625,0
35626,4
35627,0
35628,0
35629,4
35630,0
35631,0
35632,0
35633,3
35634,0
35635,0
35636,0
35637,3
35638,3
35639,0
35640,0
35641,0
35642,0
35643,0
35644,0
35645,0
35646,0
35647,3
35648,5
35649,3
35650,0
35651,0
35652,0
35653,0
35654,0
35655,4
35656,0
35657,0
35658,0
35659,0
35660,0
35661,0
35662,0
35663,0
35664,3
35665,0
35666,0
35667,0
35668,0
35669,0
35670,0
35671,0
35672,0
35673,0
35674,0
35675,0
35676,0
35677,0
35678,3
35679,3
35680,0
35681,0
35682,5
35683,0
35684,0
35685,0
35686,4
35687,3
35688,0
35689,0
35690,0
35691,0
35692,0
35693,0
35694,0
35695,0
35696,5
35697,0
35698,0
35699,0
35700,0
35701,0
35702,0
35703,0
35704,0
35705,0
35706,0
35707,0
35708,0
35709,0
35710,0
35711,5
35712,0
35713,0
35714,0
35715,0
35716,0
35717,0
35718,0
35719,0
35720,4
35721,3
35722,0
35723,0
35724,0
35725,0
35726,0
35727,4
35728,0
35729,0
35730,0
35731,0
35732,0
35733,0
35734,0
35735,0
35736,0
35737,0
35738,0
35739,0
35740,0
35741,0
35742,0
35743,0
35744,3
35745,0
35746,0
35747,3
35748,0
35749,0
35750,0
35751,0
35752,0
35753,0
35754,0
35755,0
35756,0
35757,0
35758,0
35759,0
35760,0
35761,1
35762,0
35763,0
35764,0
35765,4
35766,0
35767,0
35768,0
35769,0
35770,0
35771,0
35772,1
35773,0
35774,0
35775,3
35776,0
35777,0
35778,0
35779,0
35780,0
35781,0
35782,0
35783,5
35784,3
35785,0
35786,2
35787,0
35788,0
35789,0
35790,0
35791,0
35792,0
35793,0
35794,0
35795,0
35796,0
35797,0
35798,0
35799,0
35800,0
35801,0
35802,0
35803,0
35804,0
35805,4
35806,0
35807,0
35808,0
35809,0
35810,0
35811,0
35812,0
35813,5
35814,5
35815,0
35816,0
35817,0
35818,0
35819,0
35820,0
35821,4
35822,0
35823,3
35824,0
35825,0
35826,0
35827,0
35828,0
35829,0
35830,0
35831,0
35832,0
35833,0
35834,1
35835,1
35836,-1
35837,5
35838,5
35839,0
35840,0
35841,0
35842,0
35843,0
35844,0
35845,0
35846,0
35847,0
35848,3
35849,0
35850,0
35851,0
35852,3
35853,0
35854,0
35855,0
35856,0
35857,0
35858,0
35859,0
35860,0
35861,0
35862,0
35863,5
35864,0
35865,0
35866,0
35867,0
35868,0
35869,0
35870,0
35871,0
35872,0
35873,3
35874,0
35875,0
35876,0
35877,0
35878,4
35879,0
35880,3
35881,0
35882,0
35883,0
35884,0
35885,0
35886,4
35887,5
35888,0
35889,0
35890,4
35891,0
35892,0
35893,0
35894,0
35895,0
35896,0
35897,0
35898,3
35899,3
35900,0
35901,0
35902,0
35903,0
35904,3
35905,0
35906,0
35907,0
35908,0
35909,0
35910,3
35911,0
35912,0
35913,0
35914,0
35915,0
35916,0
35917,0
35918,3
35919,0
35920,0
35921,0
35922,5
35923,3
35924,0
35925,4
35926,0
35927,3
35928,3
35929,0
35930,3
35931,5
35932,0
35933,0
35934,0
35935,0
35936,0
35937,0
35938,3
35939,0
35940,0
35941,0
35942,0
35943,0
35944,3
35945,4
35946,0
35947,0
35948,0
35949,0
35950,3
35951,0
35952,0
35953,5
35954,0
35955,0
35956,0
35957,3
35958,0
35959,0
35960,0
35961,0
35962,0
35963,0
35964,0
35965,0
35966,0
35967,5
35968,0
35969,0
35970,0
35971,0
35972,3
35973,0
35974,1
35975,0
35976,0
35977,0
35978,5
35979,5
35980,3
35981,0
35982,5
35983,0
35984,0
35985,4
35986,0
35987,1
35988,0
35989,2
35990,0
35991,0
35992,0
35993,0
35994,0
35995,0
35996,0
35997,0
35998,0
35999,0
36000,0
36001,0
36002,3
36003,0
36004,0
36005,0
36006,0
36007,0
36008,0
36009,5
36010,0
36011,0
36012,1
36013,0
36014,0
36015,0
36016,0
36017,0
36018,0
36019,0
36020,3
36021,0
36022,0
36023,0
36024,0
36025,0
36026,0
36027,0
36028,0
36029,0
36030,0
36031,0
36032,3
36033,0
36034,0
36035,0
36036,0
36037,1
36038,0
36039,3
36040,3
36041,4
36042,5
36043,0
36044,0
36045,0
36046,3
36047,3
36048,5
36049,4
36050,3
36051,3
36052,0
36053,0
36054,0
36055,0
36056,0
36057,3
36058,0
36059,0
36060,0
36061,0
36062,0
36063,0
36064,0
36065,4
36066,0
36067,4
36068,0
36069,0
36070,0
36071,3
36072,0
36073,0
36074,0
36075,0
36076,0
36077,0
36078,0
36079,0
36080,5
36081,0
36082,0
36083,0
36084,0
36085,0
36086,0
36087,0
36088,3
36089,0
36090,5
36091,4
36092,0
36093,3
36094,0
36095,0
36096,0
36097,0
36098,0
36099,0
36100,0
36101,0
36102,0
36103,0
36104,0
36105,0
36106,0
36107,0
36108,0
36109,0
36110,5
36111,0
36112,1
36113,0
36114,0
36115,3
36116,0
36117,0
36118,0
36119,0
36120,0
36121,0
36122,0
36123,0
36124,0
36125,0
36126,0
36127,0
36128,0
36129,0
36130,0
36131,0
36132,0
36133,0
36134,3
36135,0
36136,0
36137,0
36138,0
36139,4
36140,0
36141,0
36142,0
36143,1
36144,0
36145,0
36146,0
36147,0
36148,0
36149,-1
36150,0
36151,4
36152,3
36153,0
36154,0
36155,0
36156,0
36157,0
36158,0
36159,3
36160,0
36161,0
36162,0
36163,0
36164,0
36165,0
36166,0
36167,5
36168,0
36169,4
36170,0
36171,0
36172,0
36173,0
36174,0
36175,0
36176,4
36177,0
36178,0
36179,0
36180,0
36181,0
36182,0
36183,0
36184,0
36185,0
36186,1
36187,0
36188,4
36189,4
36190,0
36191,5
36192,0
36193,3
36194,0
36195,0
36196,3
36197,5
36198,5
36199,0
36200,0
36201,3
36202,0
36203,0
36204,0
36205,0
36206,4
36207,0
36208,0
36209,0
36210,0
36211,0
36212,0
36213,0
36214,0
36215,0
36216,0
36217,0
36218,0
36219,0
36220,0
36221,0
36222,0
36223,0
36224,0
36225,0
36226,0
36227,0
36228,0
36229,5
36230,0
36231,5
36232,3
36233,3
36234,0
36235,0
36236,0
36237,0
36238,0
36239,0
36240,0
36241,0
36242,0
36243,0
36244,0
36245,4
36246,0
36247,0
36248,0
36249,0
36250,-1
36251,0
36252,0
36253,0
36254,5
36255,0
36256,0
36257,0
36258,0
36259,0
36260,4
36261,0
36262,0
36263,0
36264,0
36265,0
36266,0
36267,3
36268,0
36269,0
36270,0
36271,0
36272,0
36273,0
36274,0
36275,0
36276,0
36277,0
36278,0
36279,4
36280,3
36281,0
36282,0
36283,0
36284,0
36285,0
36286,0
36287,0
36288,0
36289,0
36290,0
36291,0
36292,0
36293,0
36294,0
36295,3
36296,0
36297,0
36298,0
36299,3
36300,0
36301,0
36302,0
36303,0
36304,0
36305,0
36306,0
36307,0
36308,0
36309,0
36310,0
36311,0
36312,0
36313,0
36314,0
36315,0
36316,3
36317,4
36318,0
36319,0
36320,1
36321,3
36322,4
36323,0
36324,3
36325,0
36326,0
36327,0
36328,0
36329,0
36330,3
36331,3
36332,0
36333,0
36334,3
36335,3
36336,0
36337,0
36338,3
36339,0
36340,0
36341,0
36342,0
36343,0
36344,0
36345,0
36346,0
36347,0
36348,0
36349,0
36350,-1
36351,0
36352,0
36353,0
36354,0
36355,0
36356,0
36357,0
36358,0
36359,0
36360,0
36361,0
36362,3
36363,0
36364,0
36365,5
36366,0
36367,0
36368,0
36369,0
36370,0
36371,0
36372,0
36373,4
36374,0
36375,0
36376,0
36377,0
36378,0
36379,0
36380,3
36381,0
36382,0
36383,0
36384,0
36385,3
36386,3
36387,0
36388,0
36389,0
36390,0
36391,0
36392,0
36393,0
36394,0
36395,0
36396,0
36397,4
36398,0
36399,0
36400,3
36401,0
36402,3
36403,4
36404,0
36405,1
36406,0
36407,4
36408,0
36409,0
36410,0
36411,0
36412,0
36413,0
36414,0
36415,0
36416,0
36417,0
36418,0
36419,0
36420,0
36421,0
36422,0
36423,0
36424,0
36425,0
36426,0
36427,0
36428,5
36429,0
36430,0
36431,5
36432,4
36433,0
36434,0
36435,1
36436,3
36437,3
36438,0
36439,0
36440,0
36441,3
36442,0
36443,0
36444,0
36445,0
36446,0
36447,0
36448,0
36449,0
36450,0
36451,0
36452,0
36453,0
36454,0
36455,0
36456,0
36457,0
36458,0
36459,0
36460,0
36461,0
36462,0
36463,4
36464,3
36465,0
36466,0
36467,0
36468,0
36469,0
36470,3
36471,0
36472,0
36473,0
36474,0
36475,4
36476,0
36477,0
36478,0
36479,4
36480,0
36481,3
36482,0
36483,0
36484,0
36485,-1
36486,0
36487,0
36488,0
36489,0
36490,0
36491,0
36492,0
36493,0
36494,0
36495,0
36496,0
36497,0
36498,0
36499,0
36500,0
36501,0
36502,3
36503,5
36504,0
36505,0
36506,0
36507,5
36508,0
36509,0
36510,0
36511,0
36512,0
36513,0
36514,0
36515,0
36516,0
36517,0
36518,3
36519,0
36520,0
36521,0
36522,0
36523,0
36524,3
36525,0
36526,0
36527,0
36528,0
36529,0
36530,0
36531,0
36532,0
36533,0
36534,0
36535,0
36536,0
36537,0
36538,4
36539,0
36540,0
36541,4
36542,0
36543,3
36544,0
36545,0
36546,0
36547,0
36548,0
36549,1
36550,3
36551,0
36552,0
36553,3
36554,0
36555,0
36556,0
36557,0
36558,0
36559,3
36560,0
36561,0
36562,0
36563,0
36564,0
36565,0
36566,0
36567,0
36568,4
36569,0
36570,0
36571,3
36572,0
36573,3
36574,0
36575,0
36576,0
36577,0
36578,0
36579,0
36580,0
36581,0
36582,0
36583,5
36584,0
36585,4
36586,0
36587,0
36588,3
36589,0
36590,0
36591,0
36592,4
36593,4
36594,0
36595,0
36596,0
36597,0
36598,0
36599,0
36600,0
36601,0
36602,0
36603,0
36604,0
36605,0
36606,0
36607,5
36608,3
36609,0
36610,0
36611,4
36612,0
36613,0
36614,0
36615,0
36616,0
36617,0
36618,0
36619,0
36620,0
36621,0
36622,0
36623,4
36624,0
36625,0
36626,0
36627,0
36628,0
36629,0
36630,0
36631,3
36632,3
36633,3
36634,0
36635,0
36636,0
36637,0
36638,0
36639,0
36640,0
36641,0
36642,4
36643,0
36644,0
36645,0
36646,0
36647,0
36648,0
36649,0
36650,0
36651,0
36652,0
36653,0
36654,0
36655,0
36656,0
36657,3
36658,0
36659,0
36660,0
36661,0
36662,3
36663,0
36664,3
36665,0
36666,3
36667,0
36668,0
36669,0
36670,0
36671,3
36672,0
36673,0
36674,0
36675,0
36676,0
36677,0
36678,3
36679,0
36680,0
36681,3
36682,0
36683,5
36684,0
36685,0
36686,0
36687,0
36688,0
36689,0
36690,0
36691,0
36692,0
36693,0
36694,0
36695,0
36696,0
36697,0
36698,0
36699,0
36700,0
36701,0
36702,0
36703,0
36704,0
36705,0
36706,3
36707,0
36708,0
36709,0
36710,0
36711,0
36712,0
36713,1
36714,0
36715,0
36716,0
36717,0
36718,0
36719,0
36720,5
36721,3
36722,-1
36723,0
36724,0
36725,0
36726,0
36727,0
36728,0
36729,0
36730,0
36731,4
36732,0
36733,0
36734,0
36735,0
36736,0
36737,0
36738,0
36739,0
36740,0
36741,0
36742,0
36743,0
36744,0
36745,5
36746,0
36747,4
36748,0
36749,5
36750,0
36751,-1
36752,5
36753,0
36754,0
36755,0
36756,0
36757,1
36758,0
36759,0
36760,0
36761,0
36762,0
36763,0
36764,3
36765,4
36766,0
36767,4
36768,0
36769,0
36770,0
36771,0
36772,0
36773,0
36774,0
36775,0
36776,0
36777,0
36778,0
36779,0
36780,5
36781,0
36782,0
36783,0
36784,0
36785,0
36786,0
36787,0
36788,4
36789,0
36790,0
36791,0
36792,5
36793,0
36794,5
36795,3
36796,0
36797,0
36798,0
36799,0
36800,0
36801,0
36802,0
36803,0
36804,0
36805,0
36806,0
36807,0
36808,0
36809,0
36810,0
36811,0
36812,0
36813,0
36814,0
36815,0
36816,0
36817,0
36818,0
36819,0
36820,4
36821,3
36822,0
36823,0
36824,0
36825,0
36826,0
36827,0
36828,0
36829,0
36830,0
36831,0
36832,0
36833,0
36834,0
36835,0
36836,0
36837,0
36839,0
36840,0
36841,0
36842,0
36843,0
36844,3
36845,0
36846,0
36847,0
36848,0
36849,0
36850,0
36851,0
36852,0
36853,0
36854,0
36855,3
36856,0
36857,3
36858,0
36859,3
36860,0
36861,0
36862,5
36863,0
36864,0
36865,0
36866,0
36867,0
36868,0
36869,0
36870,0
36871,0
36872,0
36873,0
36874,0
36875,1
36876,0
36877,5
36878,0
36879,4
36880,3
36881,1
36882,3
36883,0
36884,0
36885,0
36886,0
36887,3
36888,3
36889,0
36890,0
36891,4
36892,0
36893,4
36894,0
36895,3
36896,0
36897,0
36898,3
36899,0
36900,0
36901,0
36902,0
36903,0
36904,3
36905,0
36906,0
36907,0
36908,5
36909,0
36910,1
36911,0
36912,3
36913,0
36914,0
36915,0
36916,0
36917,4
36918,0
36919,0
36920,5
36921,0
36922,0
36923,0
36924,0
36925,4
36926,0
36927,0
36928,4
36929,4
36930,0
36931,0
36932,0
36933,3
36934,0
36935,0
36936,0
36937,3
36938,5
36939,0
36940,0
36941,0
36942,5
36943,3
36944,0
36945,3
36946,5
36947,0
36948,0
36949,0
36950,0
36951,0
36952,0
36953,0
36954,0
36955,0
36956,0
36957,0
36958,0
36959,0
36960,0
36961,4
36962,0
36963,0
36964,3
36965,0
36966,0
36967,5
36968,0
36969,3
36970,0
36971,0
36972,3
36973,0
36974,0
36975,0
36976,0
36977,0
36978,0
36979,0
36980,0
36981,0
36982,0
36983,0
36984,4
36985,0
36986,0
36987,0
36988,3
36989,0
36990,0
36991,0
36992,5
36993,0
36994,0
36995,0
36996,0
36997,5
36998,0
36999,0
37000,0
37001,0
37002,0
37003,0
37004,0
37005,0
37006,0
37007,0
37008,0
37009,0
37010,0
37011,0
37012,0
37013,0
37014,0
37015,0
37016,0
37017,0
37018,3
37019,3
37020,5
37021,0
37022,0
37023,3
37024,0
37025,0
37026,0
37027,0
37028,0
37029,4
37030,4
37031,0
37032,0
37033,0
37034,0
37035,0
37036,0
37037,3
37038,0
37039,0
37040,0
37041,3
37042,3
37043,4
37044,-1
37045,0
37046,3
37047,1
37048,4
37049,0
37050,0
37051,4
37052,0
37053,0
37054,0
37055,0
37056,0
37057,0
37058,0
37059,1
37060,3
37061,0
37062,0
37063,0
37064,0
37065,0
37066,4
37067,5
37068,0
37069,0
37070,3
37071,0
37072,4
37073,0
37074,0
37075,0
37076,0
37077,0
37078,3
37079,0
37080,0
37081,5
37082,0
37083,3
37084,0
37085,0
37086,0
37087,0
37088,0
37089,0
37090,0
37091,0
37092,0
37093,0
37094,0
37095,0
37096,0
37097,0
37098,3
37099,0
37100,0
37101,4
37102,0
37103,0
37104,0
37105,3
37106,0
37107,0
37108,5
37109,5
37110,4
37111,0
37112,3
37113,4
37114,3
37115,0
37116,0
37117,0
37118,0
37119,0
37120,0
37121,0
37122,0
37123,0
37124,0
37125,0
37126,0
37127,0
37128,0
37129,0
37130,0
37131,0
37132,0
37133,0
37134,0
37135,0
37136,0
37137,0
37138,4
37139,0
37140,0
37141,0
37142,0
37143,0
37144,0
37145,0
37146,0
37147,0
37148,0
37149,0
37150,0
37151,0
37152,0
37153,0
37154,0
37155,0
37156,0
37157,0
37158,0
37159,0
37160,5
37161,0
37162,4
37163,4
37164,4
37165,0
37166,0
37167,0
37168,0
37169,0
37170,0
37171,0
37172,0
37173,0
37174,0
37175,0
37176,0
37177,0
37178,0
37179,0
37180,0
37181,0
37182,0
37183,4
37184,0
37185,0
37186,0
37187,0
37188,0
37189,0
37190,0
37191,0
37192,0
37193,0
37194,0
37195,0
37196,4
37197,0
37198,0
37199,0
37200,0
37201,0
37202,0
37203,0
37204,0
37205,4
37206,5
37207,5
37208,0
37209,0
37210,0
37211,0
37212,4
37213,0
37214,3
37215,5
37216,0
37217,0
37218,0
37219,0
37220,0
37221,0
37222,0
37223,3
37224,0
37225,0
37226,0
37227,1
37228,0
37229,0
37230,0
37231,0
37232,0
37233,0
37234,0
37235,0
37237,0
37238,0
37239,3
37240,0
37241,0
37242,0
37243,3
37244,0
37245,0
37246,0
37247,0
37248,4
37249,0
37250,0
37251,0
37252,0
37253,-1
37254,5
37255,0
37256,0
37257,0
37258,0
37259,3
37260,3
37261,0
37262,0
37263,3
37264,3
37265,0
37266,0
37267,5
37268,0
37269,0
37270,5
37271,3
37272,0
37273,0
37274,0
37275,0
37276,5
37277,3
37278,0
37279,0
37280,0
37281,0
37282,0
37283,0
37284,3
37285,0
37286,5
37287,0
37288,0
37289,0
37290,0
37291,0
37292,0
37293,0
37294,0
37295,0
37296,0
37297,0
37298,0
37299,0
37300,0
37301,0
37302,0
37303,0
37304,0
37305,0
37306,0
37307,1
37308,0
37309,0
37310,0
37311,0
37312,0
37313,0
37314,0
37315,3
37316,0
37317,-1
37318,5
37319,0
37320,0
37321,0
37322,0
37323,0
37324,4
37325,0
37326,5
37327,0
37328,0
37329,0
37330,0
37331,0
37332,0
37333,0
37334,0
37335,5
37336,0
37337,0
37338,0
37339,0
37340,3
37341,0
37342,0
37343,3
37344,3
37345,0
37346,0
37347,0
37348,3
37349,4
37350,4
37351,0
37352,4
37353,0
37354,0
37355,0
37356,0
37357,0
37358,0
37359,0
37360,5
37361,-1
37362,0
37363,0
37364,0
37365,0
37366,0
37367,0
37368,0
37369,0
37370,4
37371,0
37372,0
37373,0
37374,0
37375,0
37376,3
37377,0
37378,3
37379,0
37380,0
37381,0
37382,0
37383,0
37384,0
37385,-1
37386,0
37387,0
37388,0
37389,0
37390,0
37391,0
37392,0
37393,0
37394,0
37395,0
37396,0
37397,4
37398,0
37399,3
37400,0
37401,0
37402,0
37403,0
37404,3
37405,0
37406,4
37407,0
37408,0
37409,5
37410,0
37411,0
37412,0
37413,0
37414,0
37415,0
37416,4
37417,0
37418,0
37419,3
37420,0
37421,4
37422,0
37423,0
37424,0
37425,0
37426,0
37427,0
37428,0
37429,0
37430,0
37431,0
37432,0
37433,0
37434,0
37435,0
37436,3
37437,5
37438,0
37439,0
37440,1
37441,4
37442,0
37443,0
37444,0
37445,0
37446,0
37447,0
37448,0
37449,0
37450,0
37451,0
37452,1
37453,0
37454,0
37455,0
37456,1
37457,0
37458,0
37459,0
37460,3
37461,0
37462,0
37463,0
37464,0
37465,5
37466,0
37467,0
37468,0
37469,3
37470,-1
37471,0
37472,0
37473,0
37474,0
37475,0
37476,5
37477,5
37478,5
37479,-1
37480,0
37481,0
37482,3
37483,5
37484,0
37485,-1
37486,0
37487,0
37488,3
37489,4
37490,3
37491,4
37492,-1
37493,0
37494,0
37495,0
37496,0
37497,0
37498,0
37499,0
37500,1
37501,0
37502,0
37503,0
37504,0
37505,0
37506,0
37507,0
37508,0
37509,0
37510,0
37511,0
37512,4
37513,0
37514,0
37515,0
37516,0
37517,0
37518,0
37519,0
37520,4
37521,3
37522,0
37523,5
37524,0
37525,0
37526,0
37527,4
37528,0
37529,0
37530,0
37531,0
37532,0
37533,0
37534,5
37535,0
37536,3
37537,0
37538,0
37539,5
37540,0
37541,0
37542,0
37543,0
37544,0
37545,0
37546,3
37547,0
37548,0
37549,0
37550,0
37551,0
37552,0
37553,0
37554,2
37555,3
37556,0
37557,0
37558,0
37559,0
37560,1
37561,0
37562,0
37563,4
37564,0
37565,0
37566,0
37567,0
37568,0
37569,5
37570,0
37571,0
37572,0
37573,0
37574,3
37575,0
37576,0
37577,0
37578,0
37579,0
37580,5
37581,0
37582,0
37583,0
37584,0
37585,0
37586,0
37587,0
37588,0
37589,0
37590,0
37591,0
37592,0
37593,0
37594,0
37595,5
37596,3
37597,5
37598,0
37599,0
37600,0
37601,0
37602,0
37603,0
37604,0
37605,0
37606,0
37607,0
37608,0
37609,0
37610,3
37611,0
37612,0
37613,0
37614,0
37615,0
37616,4
37617,0
37618,0
37619,0
37620,1
37621,0
37622,0
37623,0
37624,3
37625,0
37626,5
37627,0
37628,0
37629,0
37630,0
37631,5
37632,0
37633,0
37634,0
37635,0
37636,0
37637,0
37638,3
37639,0
37640,0
37641,0
37642,0
37643,0
37644,0
37645,5
37646,0
37647,0
37648,0
37649,0
37650,3
37651,3
37652,0
37653,0
37654,5
37655,1
37656,5
37657,0
37658,4
37659,0
37660,0
37661,4
37662,0
37663,1
37664,0
37665,4
37666,0
37667,5
37668,0
37669,0
37670,0
37671,0
37672,0
37673,0
37674,0
37675,3
37676,0
37677,0
37678,0
37679,3
37680,3
37681,0
37682,0
37683,0
37684,0
37685,0
37686,0
37687,0
37688,3
37689,0
37690,3
37691,0
37692,0
37693,4
37694,0
37695,0
37696,0
37697,0
37698,0
37699,4
37700,0
37701,0
37702,0
37703,3
37704,5
37705,0
37706,0
37707,0
37708,0
37709,0
37710,0
37711,-1
37712,0
37713,5
37714,0
37715,5
37716,0
37717,0
37718,4
37719,0
37720,0
37721,0
37722,0
37723,0
37724,0
37725,1
37726,0
37727,3
37728,0
37729,0
37730,1
37731,0
37732,4
37733,0
37734,0
37735,0
37736,0
37737,0
37738,5
37739,4
37740,0
37741,4
37742,0
37743,0
37744,5
37745,0
37746,0
37747,4
37748,0
37749,0
37750,0
37751,0
37752,0
37753,0
37754,0
37755,0
37756,0
37757,3
37758,0
37759,4
37760,0
37761,0
37762,0
37763,0
37764,0
37765,0
37766,0
37767,0
37768,0
37769,0
37770,0
37771,0
37772,3
37773,0
37774,0
37775,0
37776,0
37777,0
37778,1
37779,0
37780,3
37781,0
37782,0
37783,0
37784,3
37785,4
37786,0
37787,0
37788,0
37789,3
37790,0
37791,0
37792,0
37793,4
37794,5
37795,4
37796,0
37797,3
37798,0
37799,4
37800,3
37801,0
37802,3
37803,3
37804,0
37805,0
37806,0
37807,0
37808,0
37809,0
37810,0
37811,4
37812,-1
37813,1
37814,0
37815,-1
37816,0
37817,0
37818,0
37819,0
37820,0
37821,0
